id,name,productcode,description,isactive,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,family,currencyisocode,isdeleted,lastvieweddate,lastreferenceddate,potential_for_predix__c,predix__c,software__c,source_product_id__c,source_system_name__c,tier_1_business__c,tier_2_business__c,tier_3_business__c,id_18_digit__c,edl_is_deleted,edl_last_updated_date,value
01t61000001opI2AAI,SDD910-1064S3,SDD910-1064S3,"3U VPX SERIAL ATA DISK MODULE Options: Build Level 1, 64 Gbytes solid state drive, 1"" pitch VITA 46",true,2016-04-08T10:37:44.000Z,00561000001EDJ0AAO,2017-01-07T05:03:14.000Z,00561000001EDJ0AAO,2017-01-07T05:03:14.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BbtxIAC,Digital Org,Digital,Mil/Aero,"",01t61000001opI2AAI,0,2017-02-14 11:00:16-05,14241.000
01t61000001ot98AAA,VMIVME-5565-110000,VMIVME-5565-110000,"VME Reflective Memory, 2 Giga Baud w/FO Options, 128 Mbyte Memory, 4 K FIFOs, Multimode Transmission",true,2016-04-08T10:38:58.000Z,00561000001EDJ0AAO,2017-01-07T05:03:36.000Z,00561000001EDJ0AAO,2017-01-07T05:03:36.000Z,Communications,USD,false,"","",false,false,false,01tC0000003BaCGIA0,Digital Org,Digital,Control & Comm Systems,"",01t61000001ot98AAA,0,2017-02-14 11:00:16-05,1444870.2600
01t61000001orX3AAI,PMC-AUDIO-CC,PMC-AUDIO-CC,"Audio PMC ET Conduction Cooled, ConfCoated",true,2016-04-08T10:38:14.000Z,00561000001EDJ0AAO,2017-01-07T05:03:28.000Z,00561000001EDJ0AAO,2017-01-07T05:03:28.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BZG0IAO,Digital Org,Digital,Mil/Aero,"",01t61000001orX3AAI,0,2017-02-14 11:00:16-05,168508.000
01t61000002kemMAAQ,PC-C13-TypeH-IL,PC-C13-TypeH-IL,Power Cord - Israel,true,2016-10-23T04:01:51.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,Cyber,USD,false,"","",false,false,false,01t1A000004shyzQAA,Digital Org,Digital,GE Digital Core,"",01t61000002kemMAAQ,0,2017-02-14 11:00:16-05,0.000
01t61000001orTTAAY,VPX Graphics-Config,VPX Graphics-Config,This part number should be used for parts in the VPX Graphics product group which do not have part number listed in the Pricebook,false,2016-04-08T10:38:14.000Z,00561000001EDJ0AAO,2017-01-07T05:03:27.000Z,00561000001EDJ0AAO,2017-01-07T05:03:28.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BZY5IAO,Digital Org,Digital,Mil/Aero,"",01t61000001orTTAAY,0,2017-02-14 11:00:16-05,3496.000
01t61000001ooiZAAQ,EP-125F,EP-125F,"RSTi-EP RSTi-EP Digital Input, 16 Points, Positive Logic, 24VDC, RSTi-EP 1 Wire",true,2016-04-08T10:37:27.000Z,00561000001EDJ0AAO,2017-02-20T05:02:35.000Z,00561000001EDJ0AAO,2017-02-20T05:02:35.000Z,Controllers & IO,USD,false,"","",false,false,false,01t1A000004LOoGQAW,Digital Org,Digital,Controls,"",01t61000001ooiZAAQ,0,2017-02-14 11:00:16-05,53.000
01t61000001ooRdAAI,MAC2-H2X,MAC2-H2X,"MODULAR, C-SIZE VXI CARD WITH 1 RX, 1 TX 708 CHANNEL",true,2016-04-08T10:37:24.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,AVIONICS,USD,false,"","",false,false,false,01tC0000004JoR2IAK,Digital Org,Digital,Mil/Aero,"",01t61000001ooRdAAI,0,2017-02-14 11:00:16-05,32976.900
01t61000001or55AAA,VMICBL-000-F3-005,VMICBL-000-F3-005,"150 feet (45.7 m), Ceramic Ferrule ST Connectors",true,2016-04-08T10:38:09.000Z,00561000001EDJ0AAO,2017-01-07T05:03:25.000Z,00561000001EDJ0AAO,2017-01-07T05:03:25.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BbBIIA0,Digital Org,Digital,Mil/Aero,"",01t61000001or55AAA,0,2017-02-14 11:00:16-05,2955.000
01t61000001ooUFAAY,CBL-1286-01-16-100,CBL-1286-01-16-100,"DIFFERENTIAL ANALOG OUTPUT CABLE FOR ICS-1620, BNC CONNECTORS, 100CM",true,2016-04-08T10:37:25.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,Mil/Aero Sensor Processing,USD,false,"","",false,false,false,01tC0000003Bd79IAC,Digital Org,Digital,Mil/Aero,"",01t61000001ooUFAAY,0,2017-02-14 11:00:16-05,1000.000
01t61000002v7BWAAY,APM-MERIDIUM-SUPPORT,APM-MERIDIUM-SUPPORT,APM Meridium Initial Maintenance and Support,true,2017-01-07T05:02:35.000Z,00561000001EDJ0AAO,2017-02-21T05:02:17.000Z,00561000001EDJ0AAO,2017-02-21T05:02:17.000Z,Asset Performance Management,USD,false,"","",false,false,false,01t1A000004xYdEQAU,Digital Org,Digital,GE Digital Core,"",01t61000002v7BWAAY,0,2017-02-14 11:00:16-05,20732614.000
01t61000001oqaOAAQ,IFIX,IFIX,PROFICY IFIX,true,2016-04-08T10:38:03.000Z,00561000001EDJ0AAO,2017-02-21T05:02:21.000Z,00561000001EDJ0AAO,2017-02-21T05:02:21.000Z,Automation SW,USD,false,"","",false,false,true,01tC0000003mI6rIAE,Digital Org,Digital,GE Digital Core,"",01t61000001oqaOAAQ,0,2017-02-14 11:00:16-05,28784239.2426720
01t61000001osaZAAQ,8122-DI-DC,8122-DI-DC,"16-channel DI, 24Vdc isolated, sinking",true,2016-04-08T10:38:51.000Z,00561000001EDJ0AAO,2017-02-20T05:02:58.000Z,00561000001EDJ0AAO,2017-02-20T05:02:58.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BYFwIAO,Digital Org,Digital,Controls,"",01t61000001osaZAAQ,0,2017-02-14 11:00:16-05,243.5986
01t61000001opqrAAA,IC693NIU004,IC693NIU004,Series 90-30 Ethernet NIU (Ethernet I/O),true,2016-04-08T10:37:53.000Z,00561000001EDJ0AAO,2017-02-20T05:02:41.000Z,00561000001EDJ0AAO,2017-02-20T05:02:42.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BXvIIAW,Digital Org,Digital,Controls,"",01t61000001opqrAAA,0,2017-02-14 11:00:16-05,6658.5500
01t61000001oqsfAAA,PMCF3-171,PMCF3-171,"COMPACTFLASH PMC with removeable Compact Flash site Options: Build Level 1, 1GB Flash, Removeable Socket (SKTB) Type-I clamp",false,2016-04-08T10:38:07.000Z,00561000001EDJ0AAO,2017-01-07T05:03:24.000Z,00561000001EDJ0AAO,2017-01-07T05:03:24.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BWKHIA4,Digital Org,Digital,Mil/Aero,"",01t61000001oqsfAAA,0,2017-02-14 11:00:16-05,3315.000
01t61000001oo3kAAA,VME-3122A-400010,VME-3122A-400010,"500 Hz (-3 dB) Input Filter, 64 Channels High Performance, Differential Analog Input Channels with 96-pin Nonlatching Connector, For RX7i System",true,2016-04-08T10:37:17.000Z,00561000001EDJ0AAO,2017-01-07T05:02:39.000Z,00561000001EDJ0AAO,2017-01-07T05:02:39.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BbhWIAS,Digital Org,Digital,Mil/Aero,"",01t61000001oo3kAAA,0,2017-02-14 11:00:16-05,26394.200
01t61000001osA2AAI,IC200PKG001,IC200PKG001,PLC starter kit CPU001,true,2016-04-08T10:38:45.000Z,00561000001EDJ0AAO,2017-02-20T05:02:55.000Z,00561000001EDJ0AAO,2017-02-20T05:02:55.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BX3yIAG,Digital Org,Digital,Controls,"",01t61000001osA2AAI,0,2017-02-14 11:00:16-05,335.325
01t61000001ghC3AAI,Training ? ICS 4 day classroom training,ICS-TNG-4D,Training ? ICS 4 day classroom training,true,2016-07-01T04:01:20.000Z,00561000001EDJ0AAO,2016-09-20T04:01:46.000Z,00561000001EDJ0AAO,2016-09-20T04:01:46.000Z,Cyber,USD,false,"","",false,false,false,01t1A000004icwcQAA,Digital Org,Digital,"","",01t61000001ghC3AAI,0,2017-02-14 11:00:16-05,35700.000
01t61000001ooiQAAQ,RES3244-9X000,RES3244-9X000,Fully Managed Rugged Ethernet Switch with 24 1000BaseT and four (4) 10GBASE-SR ports,true,2016-04-08T10:37:27.000Z,00561000001EDJ0AAO,2017-01-07T05:02:45.000Z,00561000001EDJ0AAO,2017-01-07T05:02:45.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01t1A000004lX1WQAU,Digital Org,Digital,Mil/Aero,"",01t61000001ooiQAAQ,0,2017-02-14 11:00:16-05,246850.000
01t61000001osy5AAA,IP-OCTAL-422,IP-OCTAL-422,8 RS422 Async Serial Ports,true,2016-04-08T10:38:56.000Z,00561000001EDJ0AAO,2017-01-07T05:03:35.000Z,00561000001EDJ0AAO,2017-01-07T05:03:35.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003Ba6QIAS,Digital Org,Digital,Mil/Aero,"",01t61000001osy5AAA,0,2017-02-14 11:00:16-05,446.400
01t61000001ooriAAA,ICS-1572A-102,ICS-1572A-102,"2-ch DAC 16 bit 500MHz, 1GB DDR3 SDRAM, Virtex-6 LX240T, level 1",false,2016-04-08T10:37:30.000Z,00561000001EDJ0AAO,2017-01-07T05:02:46.000Z,00561000001EDJ0AAO,2017-01-07T05:02:46.000Z,Mil/Aero Sensor Processing,USD,false,"","",false,false,false,01tC0000003BX0FIAW,Digital Org,Digital,Mil/Aero,"",01t61000001ooriAAA,0,2017-02-14 11:00:16-05,13418.000
01t61000001ooeWAAQ,Predix Expert Services - Opportunity Exploration Workshop,"","Collaborative in-person working sessions to:
  - Clarify business hypotheses and assumptions, design ways to test and learn more about them
  - Create journey and/or ecosystem maps to identify needs, challenges and opportunities
  - Imagine possibilities for solutions
  - Plan for next steps
Duration: 2 weeks",true,2016-04-08T10:37:27.000Z,00561000001EDJ0AAO,2016-04-08T10:37:27.000Z,00561000001EDJ0AAO,2016-04-08T10:37:27.000Z,Predix,USD,false,"","",false,true,true,01t1A000004LshAQAS,Digital Org,Digital,GE Digital,"",01t61000001ooeWAAQ,0,2017-02-14 11:00:16-05,546840.000
01t61000001oqNaAAI,IC5000VRTN128A,IC5000VRTN128A,NVRAM CARD 128K,false,2016-04-08T10:38:00.000Z,00561000001EDJ0AAO,2017-02-21T05:02:20.000Z,00561000001EDJ0AAO,2017-02-21T05:02:20.000Z,Automation SW,USD,false,"","",false,false,true,01tC0000003BXfDIAW,Digital Org,Digital,GE Digital Core,"",01t61000001oqNaAAI,0,2017-02-14 11:00:16-05,8262.700
01t61000001op3SAAQ,GBX460RTM1-16,GBX460RTM1-16,"GBX460 REAR TRANSITION MODULE 1,V48,1"" 6U VPX Single Slot Rear Transition Module for GBX460 supporting two 10GigE CX-4 connectors and eight (8) 1GigE SFP's (unpopulated), VITA 48.1 1"" pitch front panel",true,2016-04-08T10:37:32.000Z,00561000001EDJ0AAO,2017-01-07T05:02:47.000Z,00561000001EDJ0AAO,2017-01-07T05:02:47.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003Bd5mIAC,Digital Org,Digital,Mil/Aero,"",01t61000001op3SAAQ,0,2017-02-14 11:00:16-05,13192.500
01t61000002kenCAAQ,SFWU-300-2-1,SFWU-300-2-1,2 Port Field Appliance Maintenance 1 Year,true,2016-10-23T04:01:51.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,Cyber,USD,false,"","",false,false,false,01t1A000004shzlQAA,Digital Org,Digital,GE Digital Core,"",01t61000002kenCAAQ,0,2017-02-14 11:00:16-05,500.000
01t61000001ooc0AAA,SBC340RTM-16,SBC340RTM-16,"SBC340/341/324 REAR TRANSITION MODULE  1""",true,2016-04-08T10:37:26.000Z,00561000001EDJ0AAO,2017-01-07T05:02:45.000Z,00561000001EDJ0AAO,2017-01-07T05:02:45.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003uom5IAA,Digital Org,Digital,Mil/Aero,"",01t61000001ooc0AAA,0,2017-02-14 11:00:16-05,1332.000
01t61000001op6ZAAQ,XVR14-22210120,XVR14-22210120,"6U VME single slot with 2nd Generation LV Core i7 (Dual Core) 2.2GHz, 8GB DDR3, 8GB NAND Flash, no DVI1 rear, w/GPIO(7..0) rear, 2x GigE Front, w/PMC2, w/XMC2, partly PMC2-I/O, w/DVI2 rear, w/2xSATA rear, no on-board drive, Level 2, Ext. Temp, Air cooled",true,2016-04-08T10:37:33.000Z,00561000001EDJ0AAO,2017-01-07T05:02:48.000Z,00561000001EDJ0AAO,2017-01-07T05:02:48.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BbzIIAS,Digital Org,Digital,Mil/Aero,"",01t61000001op6ZAAQ,0,2017-02-14 11:00:16-05,21536.000
01t61000001ooLsAAI,RAR-PCIE-44,RAR-PCIE-44,"ARINC 429 INTELLIGENT 4 LANE PCI EXPRESS CARD WITH 4 RX, 4 TX CHANNELS; ROHS COMPLIANT",true,2016-04-08T10:37:23.000Z,00561000001EDJ0AAO,2017-01-07T05:02:43.000Z,00561000001EDJ0AAO,2017-01-07T05:02:43.000Z,AVIONICS,USD,false,"","",false,false,false,01tC0000003BcCKIA0,Digital Org,Digital,Mil/Aero,"",01t61000001ooLsAAI,0,2017-02-14 11:00:16-05,18014.500
01t61000001oo73AAA,G2-BASC-1C,G2-BASC-1C,G2 Basic Graphics PMC Module - Commercial Grade,false,2016-04-08T10:37:18.000Z,00561000001EDJ0AAO,2017-01-07T05:02:40.000Z,00561000001EDJ0AAO,2017-01-07T05:02:40.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BbYKIA0,Digital Org,Digital,Mil/Aero,"",01t61000001oo73AAA,0,2017-02-14 11:00:16-05,1409024.000
01t61000001ooeuAAA,SP,SP,SOLUTION PROVIDER,true,2016-04-08T10:37:27.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,Automation SW,USD,false,"","",false,false,true,01tC0000003wPFdIAM,Digital Org,Digital,GE Digital Core,"",01t61000001ooeuAAA,0,2017-02-14 11:00:16-05,1558123.147676
01t61000001ooeBAAQ,CABLE-A-681,CABLE-A-681,SOFTWARE KEY A681 SFDC,true,2016-04-08T10:37:27.000Z,00561000001EDJ0AAO,2017-02-21T05:02:18.000Z,00561000001EDJ0AAO,2017-02-21T05:02:18.000Z,Brilliant Manufacturing,USD,false,"","",false,false,true,01tC0000003v62vIAA,Digital Org,Digital,GE Digital Core,"",01t61000001ooeBAAQ,0,2017-02-14 11:00:16-05,220.000
01t61000001oo8wAAA,IPN250SK1-11,IPN250SK1-11,IPN250 RTM STARTER KIT (2XFP & 2DFP) See notes for full description,true,2016-04-08T10:37:19.000Z,00561000001EDJ0AAO,2017-01-07T05:02:41.000Z,00561000001EDJ0AAO,2017-01-07T05:02:41.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BcT7IAK,Digital Org,Digital,Mil/Aero,"",01t61000001oo8wAAA,0,2017-02-14 11:00:16-05,38991.200
01t61000001op3JAAQ,SWIN-VPXC3-01M,SWIN-VPXC3-01M,VPXcel3 Windows SDK Maintenance SEE NOTES FOR VERSIONS AND DETAILS,true,2016-04-08T10:37:32.000Z,00561000001EDJ0AAO,2017-01-07T05:02:47.000Z,00561000001EDJ0AAO,2017-01-07T05:02:47.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003Bd7lIAC,Digital Org,Digital,Mil/Aero,"",01t61000001op3JAAQ,0,2017-02-14 11:00:16-05,18026.400
01t61000001oryUAAQ,TRCP9XXRC,TRCP9XXRC,"Transition Module for CP9XX, PICMG 2.16, 24 ports, dual slot, RoHS compliant",true,2016-04-08T10:38:43.000Z,00561000001EDJ0AAO,2017-01-07T05:03:31.000Z,00561000001EDJ0AAO,2017-01-07T05:03:31.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BXA1IAO,Digital Org,Digital,Mil/Aero,"",01t61000001oryUAAQ,0,2017-02-14 11:00:16-05,989.000
01t61000001oq0PAAQ,IC698PSA350,IC698PSA350,RX7i Power Supply 350Watt 85-264VAC,true,2016-04-08T10:37:55.000Z,00561000001EDJ0AAO,2017-02-20T05:02:42.000Z,00561000001EDJ0AAO,2017-02-20T05:02:42.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BY3CIAW,Digital Org,Digital,Controls,"",01t61000001oq0PAAQ,0,2017-02-14 11:00:16-05,775.1250
01t61000001ooWmAAI,SBC346-1422U206,SBC346-1422U206,"3U Intel VPX SBC, Level 1, Quad core-i7 @ 2.4GHz, 16Gbytes SDRAM /16GBytes SSD, Dual BASE-T /Audio and GPIO not available, USB2/USB3/No GPIO, RS232 (2-wire)/3 x IO, BIOS only, 1"" pitch, VITA 48 mechanics",true,2016-04-08T10:37:25.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003v84vIAA,Digital Org,Digital,Mil/Aero,"",01t61000001ooWmAAI,0,2017-02-14 11:00:16-05,8490.000
01t61000001opS5AAI,RM677RCTX,RM677RCTX,"Quad port GigE 10/100/1000baseT PCI Edge Card with RJ45 connectors, RoHS compliant",false,2016-04-08T10:37:47.000Z,00561000001EDJ0AAO,2017-01-07T05:03:17.000Z,00561000001EDJ0AAO,2017-01-07T05:03:17.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BWIMIA4,Digital Org,Digital,Mil/Aero,"",01t61000001opS5AAI,0,2017-02-14 11:00:16-05,31520.000
01t61000001ooONAAY,R15-EC-2MW,R15-EC-2MW,"MIL-STD-1553 EXPRESS CARD, MULTI-FUNCTION, TWO DUAL-REDUNDANT CHANNELS, ROHS COMPLIANT, WITH IRIG",true,2016-04-08T10:37:23.000Z,00561000001EDJ0AAO,2017-01-07T05:02:43.000Z,00561000001EDJ0AAO,2017-01-07T05:02:43.000Z,AVIONICS,USD,false,"","",false,false,false,01tC0000003BcLCIA0,Digital Org,Digital,Embedded,"",01t61000001ooONAAY,0,2017-02-14 11:00:16-05,29183.400
01t61000001ooKHAAY,RAR-PCIE-1616,RAR-PCIE-1616,"ARINC 429 INTELLIGENT 4 LANE PCI EXPRESS CARD WITH 16 RX, 16 TX CHANNELS; ROHS COMPLIANT",true,2016-04-08T10:37:23.000Z,00561000001EDJ0AAO,2017-01-07T05:02:43.000Z,00561000001EDJ0AAO,2017-01-07T05:02:43.000Z,AVIONICS,USD,false,"","",false,false,false,01tC0000003Bc72IAC,Digital Org,Digital,Mil/Aero,"",01t61000001ooKHAAY,0,2017-02-14 11:00:16-05,575948.800
01t61000001opuXAAQ,IC695ALG628,IC695ALG628,"Analog Input HART module, 8 channels single ended, 4 channels differential,channels are configurable for voltage,current and current/ HART. Supports Current: 0 to 20mA, 4 to 20mA, +/- 20mA;  Voltage: +/- 10V, 0 to 10V, +/- 5V, 0 to 5V, 1 to 5V.  The anal",true,2016-04-08T10:37:54.000Z,00561000001EDJ0AAO,2017-02-20T05:02:42.000Z,00561000001EDJ0AAO,2017-02-20T05:02:42.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BYJKIA4,Digital Org,Digital,Controls,"",01t61000001opuXAAQ,0,2017-02-14 11:00:16-05,1673.1442
01t61000001oql9AAA,PAC-RPP-WN08C-1.0G-1G-4GCF-R-XPER,PAC-RPP-WN08C-1.0G-1G-4GCF-R-XPER,"Rugged enclosed 8.4"" 800x600 computer with Celeron M 1GB ULV, 1GB RAM, 4GB Compact Flash, and resistive touchscreen. Windows XP loaded.",false,2016-04-08T10:38:05.000Z,00561000001EDJ0AAO,2017-01-07T05:03:23.000Z,00561000001EDJ0AAO,2017-01-07T05:03:23.000Z,OI & IPC,USD,false,"","",false,false,false,01tC0000003BWGkIAO,Digital Org,Digital,Control & Comm Systems,"",01t61000001oql9AAA,0,2017-02-14 11:00:16-05,5270.000
01t61000001opwtAAA,IP-DUALPIT2,IP-DUALPIT2,Replacement for IP-DUAL-PI/T,true,2016-04-08T10:37:55.000Z,00561000001EDJ0AAO,2017-01-07T05:03:19.000Z,00561000001EDJ0AAO,2017-01-07T05:03:19.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BY8GIAW,Digital Org,Digital,Mil/Aero,"",01t61000001opwtAAA,0,2017-02-14 11:00:16-05,9152.000
01t61000002kesFAAQ,ATS-M,ATS-M,ATS Achilles Test Software Maintenance,true,2016-10-23T04:01:55.000Z,00561000001EDJ0AAO,2017-02-21T05:02:18.000Z,00561000001EDJ0AAO,2017-02-21T05:02:18.000Z,Cyber,USD,false,"","",false,false,false,01t1A000004shnkQAA,Digital Org,Digital,GE Digital Core,"",01t61000002kesFAAQ,0,2017-02-14 11:00:16-05,2390.000
01t61000001oohXAAQ,IC695GCG001,IC695GCG001,RX3I GENIUS COMMUNICATIONS GATEWAY,true,2016-04-08T10:37:27.000Z,00561000001EDJ0AAO,2017-02-20T05:02:35.000Z,00561000001EDJ0AAO,2017-02-20T05:02:35.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003uPoIIAU,Digital Org,Digital,Controls,"",01t61000001oohXAAQ,0,2017-02-14 11:00:16-05,21460.800
01t61000001ooVjAAI,SBC326TST-11,SBC326TST-11,SBC326 Test Access Card,true,2016-04-08T10:37:25.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000004IPDBIA4,Digital Org,Digital,Mil/Aero,"",01t61000001ooVjAAI,0,2017-02-14 11:00:16-05,1990.000
01t61000001oolzAAA,ICS-8580-SDK-LX,ICS-8580-SDK-LX,LINUX DEVICE DRIVER - required per chassis,true,2016-04-08T10:37:28.000Z,00561000001EDJ0AAO,2017-01-07T05:02:46.000Z,00561000001EDJ0AAO,2017-01-07T05:02:46.000Z,Mil/Aero Sensor Processing,USD,false,"","",false,false,false,01tC0000003Bd05IAC,Digital Org,Digital,Mil/Aero,"",01t61000001oolzAAA,0,2017-02-14 11:00:16-05,4771.820
01t61000002kenpAAA,TSIG-3000-8-1,TSIG-3000-8-1,Perimeter Appliance Subscription 1 Year,true,2016-10-23T04:01:51.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,00561000001EDJ0AAO,2017-02-21T05:02:22.000Z,Cyber,USD,false,"","",false,false,false,01t1A000004si0GQAQ,Digital Org,Digital,GE Digital Core,"",01t61000002kenpAAA,0,2017-02-14 11:00:16-05,16300.000
01t61000001opGGAAY,QPMC-1553-2M-W,QPMC-1553-2M-W,"MIL-STD-1553 MULTI-FUNCTION, TWO DUAL-REDUNDANT CHANNEL, FRONT I/O,FIXED VOLTAGE, PMC INTERFACE, WITH IRIG",false,2016-04-08T10:37:44.000Z,00561000001EDJ0AAO,2017-01-07T05:02:48.000Z,00561000001EDJ0AAO,2017-01-07T05:02:49.000Z,AVIONICS,USD,false,"","",false,false,false,01tC0000003Bc2tIAC,Digital Org,Digital,Embedded,"",01t61000001opGGAAY,0,2017-02-14 11:00:16-05,10995.000
01t61000001oqnpAAA,RLTM,RLTM,"I/O transition module (3U size) for RL4/RL4R, Non-RoHS",false,2016-04-08T10:38:05.000Z,00561000001EDJ0AAO,2017-01-07T05:03:23.000Z,00561000001EDJ0AAO,2017-01-07T05:03:23.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BWAeIAO,Digital Org,Digital,Mil/Aero,"",01t61000001oqnpAAA,0,2017-02-14 11:00:16-05,310.000
01t61000001osILAAY,IC695CPU315,IC695CPU315,"1Ghz CPU with 20Meg of memory 2 SERIAL PORTS (occupies two slots on system base).  Battery not included, order external high capacity battery IC693ACC302 seperately.  Estimate data retention is 30 days at 20C of continous battery back up.",true,2016-04-08T10:38:47.000Z,00561000001EDJ0AAO,2017-02-20T05:02:56.000Z,00561000001EDJ0AAO,2017-02-20T05:02:56.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BYn5IAG,Digital Org,Digital,Controls,"",01t61000001osILAAY,0,2017-02-14 11:00:16-05,362269.650
01t61000001osdgAAA,IC693CHS391NB,IC693CHS391NB,"Base, CPU, 10 Slots, Use With CPU35x, CPU36x and CPU37x.  Base only.  No battery included.  Battery for CPUs ordered seperately.",true,2016-04-08T10:38:51.000Z,00561000001EDJ0AAO,2017-02-20T05:02:58.000Z,00561000001EDJ0AAO,2017-02-20T05:02:58.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BYj7IAG,Digital Org,Digital,Controls,"",01t61000001osdgAAA,0,2017-02-14 11:00:16-05,0.000
01t61000001onxjAAA,NIC10G-00,NIC10G-00,XMC with two (2) 10GigE SFP+ ports,true,2016-04-08T10:37:16.000Z,00561000001EDJ0AAO,2017-01-07T05:02:38.000Z,00561000001EDJ0AAO,2017-01-07T05:02:38.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003BctEIAS,Digital Org,Digital,Mil/Aero,"",01t61000001onxjAAA,0,2017-02-14 11:00:16-05,62356.000
01t61000001op6sAAA,CBL-PWR,CBL-PWR,LP6 to LP4 Power Adapter Cable for WANic-56512,true,2016-04-08T10:37:33.000Z,00561000001EDJ0AAO,2017-01-07T05:02:48.000Z,00561000001EDJ0AAO,2017-01-07T05:02:48.000Z,Communications,USD,false,"","",false,false,false,01tC0000003Bc7AIAS,Digital Org,Digital,Control & Comm Systems,"",01t61000001op6sAAA,0,2017-02-14 11:00:16-05,780.000
01t61000001ooSkAAI,SWIN-XVR15-0YUC,SWIN-XVR15-0YUC,XVR15 [6uVME] Software Development Kit for Windows. SEE NOTES FOR VERSIONS AND DETAILS.,true,2016-04-08T10:37:24.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,00561000001EDJ0AAO,2017-01-07T05:02:44.000Z,Mil/Aero Products,USD,false,"","",false,false,false,01tC0000003C5CQIA0,Digital Org,Digital,Mil/Aero,"",01t61000001ooSkAAI,0,2017-02-14 11:00:16-05,5942.740
01t61000001oqz5AAA,IC693CMM321,IC693CMM321,"Ethernet Interface TCP/IP Module.  The CMM321 no longer supports the AAUI/AUI interface.  If the AAUI/AUI is required, please contact GE Global Customer Care.",false,2016-04-08T10:38:08.000Z,00561000001EDJ0AAO,2017-02-20T05:02:53.000Z,00561000001EDJ0AAO,2017-02-20T05:02:53.000Z,Controllers & IO,USD,false,"","",false,false,false,01tC0000003BWaqIAG,Digital Org,Digital,Controls,"",01t61000001oqz5AAA,0,2017-02-14 11:00:16-05,21283.942320
01t61000001ordTAAQ,WV3402424010,WV3402424010,"Wolverine III Flat Panel IPC.  ATEX Zone 2.  15"" sunlight readable display w/ heaters,  2.26 GHz C2D, 4 GB RAM, Overlay with control buttons and function keys, IOP3 Cover (bottom exit), AC Power,  40 GB SSD, no wireless ethernet, Windows XP Pro.",true,2016-04-08T10:38:16.000Z,00561000001EDJ0AAO,2017-02-20T05:02:54.000Z,00561000001EDJ0AAO,2017-02-20T05:02:54.000Z,IPC,USD,false,"","",false,false,false,01tC0000003BZ0MIAW,Digital Org,Digital,Controls,"",01t61000001ordTAAQ,0,2017-02-14 11:00:16-05,11008.750
